LOCAL;label
34035120;POZO DEL TIGRE
34035130;SAN MART�N I
34035140;SAN MART�N II
34035150;SUBTENIENTE PER�N
34035160;VILLA GENERAL G�EMES
34035170;VILLA GENERAL MANUEL BELG
34042000;ZONA RURAL
34042010;BUENA VISTA
34042020;EL ESPINILLO
34042030;LAGUNA GALLO
34042040;MISI�N TACAAGL�
34042050;PORT�N NEGRO
34042060;TRES LAGUNAS
34049000;ZONA RURAL
34049010;CLORINDA
34049020;LAGUNA BLANCA
34049030;LAGUNA NAICK-NECK
34049040;PALMA SOLA
34049050;PUERTO PILCOMAYO
34049060;RIACHO HE-HE
34049070;RIACHO NEGRO
34049080;SIETE PALMAS
34056000;ZONA RURAL
34056010;COLONIA CAMPO VILLAFA�E
34056020;EL COLORADO
34056030;PALO SANTO
34056040;PIRAN�
34056050;VILLA KIL�METRO 213
34063000;ZONA RURAL
34063010;EL POTRILLO
34063020;GENERAL MOSCONI
34063030;EL QUEBRACHO
38007000;ZONA RURAL
38007010;ABD�N CASTRO TOLAY
38007020;ABRA PAMPA
38007030;ABRALAITE
38007035;AGUA DE CASTILLA
38007040;CASABINDO
38007050;COCHINOCA
38007055;LA REDONDA
38007060;PUESTO DEL MARQUEZ
38007063;QUEBRALE�A
38007067;QUERA
38007070;RINCONADILLAS
38007080;SAN FRANCISCO DE ALFARCITO
38007085;SANTA ANA DE LA PUNA
38007090;SANTUARIO DE TRES POZOS
38007095;TAMBILLOS
38007100;TUSAQUILLAS
38014000;ZONA RURAL
38014010;AGUAS CALIENTES
38014020;BARRIO EL MILAGRO
38014030;BARRIO LA UNION
38014040;EL CARMEN
38014050;LOS LAPACHOS
38014055;LOTEO SAN VICENTE
38014060;MANANTIALES
38014070;MONTERRICO
38014080;PAMPA BLANCA
38014090;PERICO
38014100;PUESTO VIEJO
38014110;SAN ISIDRO
38014120;SAN JUANCITO
38021000;ZONA RURAL
38021010;GUERRERO
38021020;LA ALMONA
38021030;LE�N
38021040;LOZANO
38021050;OCLOYAS
38021060;SAN SALVADOR DE JUJUY
38021065;TESORERO
38021070;YALA
38028000;ZONA RURAL
38028003;APARZO
38028007;CIANZO
38028010;COCTACA
38028020;EL AGUILAR
38028030;HIPOLITO YRIGOYEN
38028040;HUMAHUACA
38028043;PALCA DE APARZO
38028045;PALCA DE VARAS
38028047;RODERO
38028050;TRES CRUCES
38028060;UQUIA
38035000;ZONA RURAL
38035010;BANANAL
38035020;BERMEJITO
38035030;CAIMANCITO
38035040;CALILEGUA
38035050;CHALIC�N
38035060;FRAILE PINTADO
38035070;LIBERTAD
38035080;LIBERTADOR GENERAL SAN MART�N
38035090;MA�Z NEGRO
38035100;PAULINA
38035110;YUTO
38042000;ZONA RURAL
38042010;CARAHUNCO
38042020;CENTRO FORESTAL
38042040;PALPAL�
38049000;ZONA RURAL
38049003;CASA COLORADA
38049007;COYAGUAIMA
38049010;LAGUNILLAS DE FARALL�N
38049020;LIVIARA
38049025;LOMA BLANCA
38049030;NUEVO PIRQUITAS
38049035;OROSMAYO
38049040;RINCONADA
38056000;ZONA RURAL
38056010;EL CEIBAL
38056017;LOS ALISOS
38056020;LOTEO NAVEA
38056025;NUESTRA SE�ORA DEL ROSARIO
38056030;SAN ANTONIO
38063000;ZONA RURAL
38063010;ARRAYANAL
38063020;ARROYO COLORADO
38063030;DON EMILIO
38063040;EL ACHERAL
38063050;EL PUESTO
38063060;EL QUEMADO
38063070;LA ESPERANZA
38063080;LA MANGA
38063090;LA MENDIETA
38063100;MIRAFLORES
38063110;PALOS BLANCOS
38063120;PARAPET�
38063130;PIEDRITAS
38063140;RODEITO
38063150;ROSARIO DE R�O GRANDE (EX BARRO N
38063160;SAN ANTONIO
38063170;SAN LUCAS
38063180;SAN PEDRO
38063190;SAUZAL
38070000;ZONA RURAL
38070010;EL FUERTE
38070020;EL PIQUETE
38070030;EL TALAR
38070040;PALMA SOLA
38070050;PUENTE LAVAY�N
38070060;SANTA CLARA
38070070;VINALITO
38077000;ZONA RURAL
38077010;CASIRA
38077020;CI�NEGA DE PAICONE
38077030;CIENEGUILLAS
38077040;CUSI CUSI
38077045;EL ANGOSTO
38077050;LA CI�NEGA
38077060;MISARRUMI
38077070;ORATORIO
38077080;PAICONE
38077090;SAN JUAN DE OROS
38077100;SANTA CATALINA
38077110;YOSCABA
38084000;ZONA RURAL
38084010;CATUA
38084020;CORANZULI
38084030;EL TORO
38084040;HU�NCAR
38084045;JAMA
38084050;MINA PROVIDENCIA
38084055;OLACAPATO
38084060;OLAROZ CHICO
38084070;PASTOS CHICOS
38084080;PUESTO SEY
38084090;SAN JUAN DE QUILLAQUES
38084100;SUSQUES
38094000;ZONA RURAL
38094010;COLONIA SAN JOS�
38094020;HUACALERA
38094030;JUELLA
38094040;MAIMAR�
38094050;TILCARA
38098000;ZONA RURAL
38098010;B�RCENA
38098020;EL MORENO
38098025;PUERTA DE COLORADOS
38098030;PURMAMARCA
38098040;TUMBAYA
38098050;VOLC�N
38105000;ZONA RURAL
38105010;CASPAL�
38105020;PAMPICHUELA
38105030;SAN FRANCISCO
38105040;SANTA ANA
38105050;VALLE COLORADO
38105060;VALLE GRANDE
38112000;ZONA RURAL
38112010;BARRIOS
38112020;CANGREJILLOS
38112030;EL C�NDOR
38112040;LA INTERMEDIA
38112050;LA QUIACA
38112060;LLULLUCHAYOC
38112070;PUMAHUASI
38112080;YAVI
38112090;YAVI CHICO
42007000;ZONA RURAL
42007010;DOBLAS
42007020;MACACH�N
42007030;MIGUEL RIGLOS
42007040;ROL�N
42007050;TOM�S M. ANCHORENA
42014000;ZONA RURAL
42014010;ANZO�TEGUI
42014020;LA ADELA
42021000;ZONA RURAL
42021010;ANGUIL
42021020;SANTA ROSA
42028000;ZONA RURAL
42028010;CATRIL�
42028020;LA GLORIA
42028030;LONQUIMAY
42028040;URIBURU
42035000;ZONA RURAL
42035010;CONHELO
42035020;EDUARDO CASTEX
42035030;MAURICIO MAYER
42035040;MONTE NIEVAS
42035050;RUCANELO
42035060;WINIFREDA
42042000;ZONA RURAL
42042010;GOBERNADOR DUVAL
42042020;PUELCHES
42049000;ZONA RURAL
42049010;SANTA ISABEL
42056000;ZONA RURAL
42056010;BERNARDO LARROUDE
42056020;CEBALLOS
42056030;CORONEL HILARIO LAGOS
42056040;INTENDENTE ALVEAR
42056050;SARAH
42056060;V�RTIZ
42063000;ZONA RURAL
42063010;ALGARROBO DEL �GUILA
42063020;LA HUMADA
42070000;ZONA RURAL
42070010;ALPACHIRI
42070020;GENERAL MANUEL J. CAMP
42070030;GUATRACH�
42070040;PER�
42070050;SANTA TERESA
42077000;ZONA RURAL
42077010;ABRAMO
42077020;BERNASCONI
42077030;GENERAL SAN MART�N
42077040;HUCAL
42077050;JACINTO AR�UZ
42084000;ZONA RURAL
42084010;CUCHILLO C�
42091000;ZONA RURAL
42091010;LA REFORMA
42091020;LIMAY MAHUIDA
42098000;ZONA RURAL
42098010;CARRO QUEMADO
42098020;LOVENTU�
42098030;LUAN TORO
42098040;TEL�N
42098050;VICTORICA
42105000;ZONA RURAL
42105010;AGUSTONI
42105020;DORILA
42105030;GENERAL PICO
42105040;SPELUZZI
42105050;TREBOLARES
42112000;ZONA RURAL
42112005;CASA DE PIEDRA
42112010;PUEL�N
42112020;25 DE MAYO
42119000;ZONA RURAL
42119010;COLONIA BAR�N
42119020;COLONIA SAN JOS�
42119030;MIGUEL CAN�
42119040;QUEM� QUEM�
42119050;RELMO
42119060;VILLA MIRASOL
42126000;ZONA RURAL
42126010;CALEUF�
42126020;INGENIERO FOSTER
42126030;LA MARUJA
42126040;PARERA
42126050;PICHI HUINCA
42126060;QUETREQU�N
42126070;RANCUL
42133000;ZONA RURAL
42133010;ADOLFO VAN PRAET
42133020;ALTA ITALIA
42133030;DAMI�N MAISONAVE
42133040;EMBAJADOR MARTINI
42133050;FALUCHO
42133060;INGENIERO LUIGGI
42133070;OJEDA
42133080;REALIC�
42140000;ZONA RURAL
42140005;CACHIRULO
42140010;NAIC�
42140020;TOAY
42147000;ZONA RURAL
42147010;ARATA
42147020;METILEO
42147030;TRENEL
42154000;ZONA RURAL
42154010;ATALIVA ROCA
42154020;CHACHARRAMENDI
42154030;COLONIA SANTA MAR�A
42154040;GENERAL ACHA
42154050;QUEHU�
42154060;UNANU�
46007000;ZONA RURAL
46007010;AIMOGASTA
46007020;ARAUCO
46007030;BA�ADO DE LOS PANTANOS
46007040;ESTACI�N MAZ�N
46007045;TERMAS SANTA TERESITA
46007050;VILLA MAZ�N
46014000;ZONA RURAL
46014010;LA RIOJA
46021000;ZONA RURAL (VACIO)
46021010;AMINGA
46021020;ANILLACO
46021030;ANJULL�N
46021040;CHUQUIS
46021050;LOS MOLINOS
46021060;PINCHAS
46021070;SAN PEDRO
46021080;SANTA VERA CRUZ
46028000;ZONA RURAL
46028010;AICU�A
46028020;GUANDACOL
46028030;LOS PALACIOS
46028040;PAGANCILLO
46028050;VILLA UNI�N
46035000;ZONA RURAL
46035010;CHAMICAL
46035020;POLCO
46042000;ZONA RURAL (VACIO)
46042010;CHILECITO
46042020;COLONIA ANGUIN�N
46042030;COLONIA CATINZACO
46042040;COLONIA MALLIGASTA
46042050;COLONIA VICHIGASTA
46042060;GUANCH�N
46042070;MALLIGASTA
46042080;MIRANDA
46042090;NONOGASTA
46042100;SAN NICOL�S
46042110;SANTA FLORENTINA
46042120;SA�OGASTA
46042130;TILIMUQUI
46042140;VICHIGASTA
46049000;ZONA RURAL
46049010;ALTO CARRIZAL
46049020;ANGULOS
46049030;ANTINACO
46049040;BAJO CARRIZAL
46049050;CAMPANAS
46049060;CHA�ARMUYO
46049070;FAMATINA
46049080;LA CUADRA
46049090;PITUIL
46049100;PLAZA VIEJA
46049110;SANTA CRUZ
46049120;SANTO DOMINGO
46056000;ZONA RURAL
46056010;PUNTA DE LOS LLANOS
46056020;TAMA
46063000;ZONA RURAL
46063010;CASTRO BARROS
46063020;CHA�AR
46063030;LOMA BLANCA
46063040;OLTA
46070000;ZONA RURAL
46070010;MALANZ�N
46070020;NACATE
46070030;PORTEZUELO
46070040;SAN ANTONIO
46077000;ZONA RURAL
46077010;VILLA CASTELLI
46084000;ZONA RURAL
46084010;AMBIL
46084020;COLONIA ORTIZ DE OCAMP
46084030;MILAGRO
46084040;OLPAS
46084050;SANTA RITA DE CATUNA
46091000;ZONA RURAL
46091010;ULAPES
46098000;ZONA RURAL
46098010;JAG��
46098020;VILLA SAN JOS� DE VINC
46105000;ZONA RURAL
46105010;AMAN�
46105020;PATQU�A
46112000;ZONA RURAL
46112010;CHEPES
46112020;DESIDERIO TELLO
46119000;ZONA RURAL
46119010;SALICAS - SAN BLAS
46126000;ZONA RURAL
46126010;VILLA SANAGASTA
50007000;ZONA RURAL
50007010;MENDOZA
50014000;ZONA RURAL
50014010;BOWEN
50014020;CARMENSA
50014030;GENERAL ALVEAR
50014040;LOS COMPARTOS
50021000;ZONA RURAL
50021010;GODOY CRUZ
50028000;ZONA RURAL
50028010;COLONIA SEGOVIA
50028020;GUAYMALL�N
50028030;LA PRIMAVERA
50028040;LOS CORRALITOS
50028050;PUENTE DE HIERRO
50035000;ZONA RURAL
50035010;INGENIERO GIAGNONI
50035020;JUN�N
50035030;LA COLONIA
50035040;LOS BARRIALES
50035050;MEDRANO
50035060;PHILLIPS
50035070;RODR�GUEZ PE�A
50042000;ZONA RURAL
50042010;DESAGUADERO
50042020;LA PAZ
50042030;VILLA ANTIGUA
50049000;ZONA RURAL
50049010;BLANCO ENCALADA
50049030;JOCOL�
50049040;LAS CUEVAS
50049050;LAS HERAS
50049060;LOS PENITENTES
50049080;POLVAREDAS
50049090;PUENTE DEL INCA
50049100;PUNTA DE VACAS
50049110;USPALLATA
50056000;ZONA RURAL
50056010;BARRIO ALTO DEL OLVIDO
50056020;BARRIO JOCOL� II
50056030;BARRIO LA PALMERA
50056040;BARRIO LA PEGA
50056050;BARRIO LAGUNAS DE BARTOLUZZI
50056060;BARRIO LOS JARILLEROS
50056070;BARRIO LOS OLIVOS
50056075;BARRIO VIRGEN DEL ROSARIO
50056080;COSTA DE ARAUJO
50056090;EL PARAMILLO
50056100;EL VERGEL
50056110;INGENIERO GUSTAVO ANDR�
50056120;JOCOL�
50056130;JOCOL� VIEJO
50056140;LAS VIOLETAS
50056150;3 DE MAYO
50056160;VILLA TULUMAYA
50063000;ZONA RURAL
50063010;AGRELO
50063020;BARRIO PERDRIEL IV
50063030;CACHEUTA
50063040;COSTA FLORES
50063050;EL CARRIZAL
50063060;EL SALTO
50063070;LAS COMPUERTAS
50063080;LAS VEGAS
50063090;LUJ�N DE CUYO
50063100;PERDRIEL
50063110;POTRERILLOS
50063120;UGARTECHE
50070000;ZONA RURAL
50070010;BARRANCAS
50070020;BARRIO JES�S DE NAZARET
50070030;CRUZ DE PIEDRA
50070040;EL PEDREGAL
50070050;FRAY LUIS BELTR�N
50070060;MAIP�
50070070;RODEO DEL MEDIO
50070080;RUSSELL
50070090;SAN ROQUE
50070100;VILLA TERESA
50077000;ZONA RURAL
50077010;AGUA ESCONDIDA
50077030;LAS LE�AS
50077040;MALARG�E
50084000;ZONA RURAL
50084010;ANDRADE
50084020;BARRIO COOPERATIVA LOS CAMPAMENT
50084030;BARRIO RIVADAVIA
50084040;EL MIRADOR
50084050;LA CENTRAL
50084060;LA ESPERANZA
50084070;LA FLORIDA
50084080;LA LIBERTAD
50084090;LOS �RBOLES
50084100;LOS CAMPAMENTOS
50084110;MEDRANO
50084120;MUNDO NUEVO
50084130;REDUCCI�N DE ABAJO
50084140;RIVADAVIA
50084150;SANTA MAR�A DE ORO
50091000;ZONA RURAL
50091005;BARRIO CARRASCO
50091010;BARRIO EL CEPILLO
50091020;CHILECITO
50091030;EUGENIO BUSTOS
50091040;LA CONSULTA
50091050;PAREDITAS
50091060;SAN CARLOS
50098000;ZONA RURAL
50098020;ALTO VERDE
50098030;BARRIO CHIVILCOY
50098040;BARRIO EMANUEL
50098045;BARRIO LA ESTACI�N
50098050;BARRIO LOS CHARABONES
50098055;BARRIO NUESTRA SE�ORA DE F�TIMA
50098060;CHAPANAY
50098070;CHIVILCOY
50098073;EL ESPINO
50098077;EL RAMBL�N
50098080;MONTECASEROS
50098090;NUEVA CALIFORNIA
50098100;SAN MART�N
50098110;TRES PORTE�AS
50105000;ZONA RURAL
50105010;BARRIO CAMPOS EL TOLEDANO
50105020;BARRIO EL NEVADO
50105030;BARRIO EMPLEADOS DE COMERCIO
50105040;BARRIO INTENDENCIA
50105050;CAPIT�N MONTOYA
50105060;CUADRO BENEGAS
50105070;EL NIHUIL
50105080;EL SOSNEADO
50105090;EL TROPEZ�N
50105100;GOUDGE
50105110;JAIME PRATS
50105120;LA LLAVE NUEVA
50105130;LAS MALVINAS
50105140;LOS REYUNOS
50105150;MONTE COM�N
50105160;POBRE DIABLO
50105170;PUNTA DEL AGUA
50105180;RAMA CA�DA
50105190;REAL DEL PADRE
50105200;SALTO DE LAS ROSAS
50105210;SAN RAFAEL
50105220;25 DE MAYO
50105230;VILLA ATUEL
50105240;VILLA ATUEL NORTE
50112000;ZONA RURAL
50112010;BARRIO 12 DE OCTUBRE
50112020;BARRIO MAR�A AUXILIADORA
50112030;BARRIO MOLINA CABRERA
50112040;LA DORMIDA
50112050;LAS CATITAS
50112060;SANTA ROSA
50119000;ZONA RURAL
50119010;BARRIO SAN CAYETANO
50119020;CAMPO LOS ANDES
50119030;COLONIA LAS ROSAS
50119040;EL MANZANO
50119050;LOS SAUCES
50119060;TUNUY�N
50119070;VISTA FLORES
50126000;ZONA RURAL
50126010;BARRIO BELGRANO NORTE
50126020;CORD�N DEL PLATA
50126030;EL PERAL
50126035;EL ZAMPAL
50126040;LA ARBOLEDA
50126050;SAN JOS�
50126060;TUPUNGATO
54007000;ZONA RURAL
54007010;AP�STOLES
54007020;AZARA
54007025;BARRIO RURAL
54007030;ESTACI�N AP�STOLES
54007040;PINDAPOY
54007050;RINC�N DE AZARA
54007060;SAN JOS�
54007070;TRES CAPONES
54014000;ZONA RURAL
54014010;ARIST�BULO DEL VALLE
54014020;CAMPO GRANDE
54014030;DOS DE MAYO
54014050;DOS DE MAYO N�CLEO III (B� BERNARDINO RI
54014055;KIL�METRO 17
54014060;1� DE MAYO
54014070;PUEBLO ILLIA
54014080;SALTO ENCANTADO
54021000;ZONA RURAL
54021005;BARRIO DEL LAGO
54021010;BONPLAND
54021020;CANDELARIA
54021030;CERRO COR�
54021040;LORETO
54021050;M�RTIRES
54021060;PROFUNDIDAD
54021070;PUERTO SANTA ANA
54021080;SANTA ANA
54028000;ZONA RURAL
54028005;BARRIO NUEVO GARUPA
54028010;GARUP�
54028020;NEMESIO PARMA
54028030;POSADAS
54028040;POSADAS (EXPANSI�N)
54035000;ZONA RURAL
54035010;BARRA CONCEPCI�N
54035020;CONCEPCI�N DE LA SIERRA
54035030;LA CORITA
54035040;SANTA MAR�A
54042000;ZONA RURAL
54042010;COLONIA VICTORIA
54042020;ELDORADO
54042030;MAR�A MAGDALENA
54042035;NUEVA DELICIA
54042040;9 DE JULIO KIL�METRO 28
54042050;9 DE JULIO KIL�METRO 20
54042055;PUEBLO NUEVO
54042060;PUERTO MADO
54042070;PUERTO PINARES
54042080;SANTIAGO DE LINIERS
54042090;VALLE HERMOSO
54042100;VILLA ROULET
54049000;ZONA RURAL
54049010;COMANDANTE ANDRESITO
54049020;BERNARDO DE IRIGOYEN
54049025;CABUREI
54049030;DOS HERMANAS
54049040;INTEGRACI�N
54049043;PI�ALITO NORTE
54049045;PUERTO ANDRESITO
54049047;PUERTO DESEADO
54049050;SAN ANTONIO
54056000;ZONA RURAL
54056010;EL SOBERBIO
54056020;FRACR�N
54056030;SAN VICENTE
54063000;ZONA RURAL
54063010;PUERTO ESPERANZA
54063020;PUERTO LIBERTAD
54063030;PUERTO IGUAZ�
54063035;VILLA COOPERATIVA
54063040;COLONIA WANDA
54070000;ZONA RURAL
54070010;ALMAFUERTE
54070020;ARROYO DEL MEDIO
54070030;CA� - YAR�
54070040;CERRO AZUL
54070050;DOS ARROYOS
54070060;GOBERNADOR L�PEZ
54070070;LEANDRO N. ALEM
54070080;OLEGARIO V. ANDRADE
54070090;VILLA LIBERTAD
54077000;ZONA RURAL
54077010;CAPIOV�
54077015;CAPIOVICI�O
54077020;EL ALC�ZAR
54077030;GARUHAP�
54077040;MBOPICU�
54077050;PUERTO LEONI
54077060;PUERTO RICO
54077070;RUIZ DE MONTOYA
54077080;SAN ALBERTO
54077090;SAN GOTARDO
54077100;SAN MIGUEL
54077110;VILLA AKERMAN
54077120;VILLA URRUTIA
54084000;ZONA RURAL
54084003;BARRIO CUATRO BOCAS
54084005;BARRIO GUATAMB�
54084007;BARRIO IT�
54084010;CARAGUATAY
54084020;LAHARRAGUE
54084030;MONTECARLO
54084040;PIRAY KIL�METRO 18
54084050;PUERTO PIRAY
54084060;TARUM�
54084070;VILLA PARODI
54091000;ZONA RURAL
54091010;COLONIA ALBERDI
54091013;BARRIO ESCUELA 461
54091017;BARRIO ESCUELA 633
54091020;CAMPO RAM�N
54091030;CAMPO VIERA
54091040;EL SALTO
54091050;GENERAL ALVEAR
54091060;GUARAN�
54091070;LOS HELECHOS
54091080;OBER�
54091090;PANAMB�
54091100;PANAMB� KIL�METRO 8
54091105;PANAMB� KIL�METRO 15
54091110;SAN MART�N
54091120;VILLA BONITA
54098000;ZONA RURAL
54098005;BARRIO TUNGOIL
54098010;COLONIA POLANA
54098020;CORPUS
54098030;DOMINGO SAVIO
54098040;GENERAL URQUIZA
54098050;GOBERNADOR ROCA
54098060;HELVECIA
54098070;HIP�LITO YRIGOYEN
54098080;JARD�N AM�RICA
54098090;OASIS
54098100;ROCA CHICA
54098110;SAN IGNACIO
54098120;SANTO PIP�
54105000;ZONA RURAL
54105010;FLORENTINO AMEGHINO
54105020;ITACARUAR�
54105030;MOJ�N GRANDE
54105040;SAN JAVIER
54112000;ZONA RURAL
54112010;CRUCE CABALLERO
54112020;PARA�SO
54112030;PI�ALITO SUR
54112040;SAN PEDRO
54112050;TOBUNA
54119000;ZONA RURAL
54119010;ALBA POSSE
54119020;ALICIA ALTA
54119025;ALICIA BAJA
54119030;COLONIA AURORA
54119040;SAN FRANCISCO DE AS�S
54119050;SANTA RITA
54119060;25 DE MAYO
58007000;ZONA RURAL
58007010;ALUMIN�
58007015;MOQUEHUE
58007020;VILLA PEHUENIA
58014000;ZONA RURAL
58014005;AGUADA SAN ROQUE
58014010;A�ELO
58014020;SAN PATRICIO DEL CHA�A
58021000;ZONA RURAL
58021010;LAS COLORADAS
58028000;ZONA RURAL
58028010;PIEDRA DEL �GUILA
58028020;SANTO TOM�S
58035000;ZONA RURAL
58035010;ARROYITO
58035020;BARRIO RUCA LUHE
58035030;CENTENARIO
58035040;CUTRAL C�
58035050;EL CHOCON
58035060;MARI MENUCO
58035070;NEUQU�N
58035080;11 DE OCTUBRE
58035090;PLAZA HUINCUL
58035100;PLOTTIER
58035110;SENILLOSA
58035120;VILLA EL CHOC�N
58035130;VISTA ALEGRE NORTE
58035140;VISTA ALEGRE SUR
58042000;ZONA RURAL
58042010;CHOS MALAL
58042020;TRICAO MALAL
58042030;VILLA DEL CURI LEUV�
58049000;ZONA RURAL
58049010;JUN�N DE LOS ANDES
58056000;ZONA RURAL
58056010;SAN MART�N DE LOS ANDE
58056020;VILLA LAGO MELIQUINA
58063000;ZONA RURAL
58063010;CHORRIACA
58063020;LONCOPU�
58070000;ZONA RURAL
58070010;VILLA LA ANGOSTURA
58070020;VILLA TRAFUL
58077000;ZONA RURAL
58077010;ANDACOLLO
58077020;HUINGANCO
58077030;LAS OVEJAS
58077040;LOS MICHES
58077050;MANZANO AMARGO
58077060;VARVARCO
58077070;VILLA DEL NAHUEVE
58084000;ZONA RURAL
58084010;CAVIAHUE
58084020;COPAHUE
58084030;EL CHOLAR
58084040;EL HUEC�
58084050;TAQUIMIL�N
58091000;ZONA RURAL
58091010;BARRANCAS
58091020;BUTA RANQUIL
58091030;OCTAVIO PICO
58091040;RINC�N DE LOS SAUCES
58098000;ZONA RURAL
58098005;EL SAUCE
58098010;PASO AGUERRE
58098020;PIC�N LEUF�
58105000;ZONA RURAL
58105010;BAJADA DEL AGRIO
58105020;LA BUITRERA
58105030;LAS LAJAS
58105040;QUILI MALAL
58112000;ZONA RURAL
58112010;LOS CATUTOS
58112020;MARIANO MORENO
58112030;RAM�N M. CASTRO
58112040;ZAPALA
62007000;ZONA RURAL
62007010;BAH�A CREEK
62007020;EL C�NDOR
62007030;EL JUNCAL
62007040;GUARDIA MITRE
62007050;LA LOBER�A
62007060;LOTEO COSTA DE R�O
62007070;POZO SALADO
62007080;SAN JAVIER
62007090;VIEDMA
62014000;ZONA RURAL
62014010;BARRIO UNI�N
62014020;CHELFOR�
62014030;CHIMPAY
62014040;CHOELE CHOEL
62014050;CORONEL BELISLE
62014060;DARWIN
62014070;LAMARQUE
62014080;LUIS BELTR�N
62014090;POMONA
62021000;ZONA RURAL
62021005;ARELAUQUEN
62021010;BARRIO EL PILAR
62021020;COLONIA SUIZA
62021030;EL BOLS�N
62021040;EL FOYEL
62021047;MALLIN AHOGADO
62021050;R�O VILLEGAS
62021060;SAN CARLOS DE BARILOCHE
62021080;VILLA CATEDRAL
62021100;VILLA LOS COIHUES
62021110;VILLA MASCARDI
62028000;ZONA RURAL
62028010;BARRIO COLONIA CONESA
62028020;GENERAL CONESA
62028030;BARRIO PLANTA COMPRESORA DE G
62035000;ZONA RURAL
62035010;AGUADA GUZM�N
62035020;CERRO POLIC�A
62035030;EL CUY
62035040;LAS PERLAS
62035050;MENCU�
62035060;NAUPA HUEN
62035070;PASO C�RDOVA
62035080;VALLE AZUL
62042000;ZONA RURAL
62042010;ALLEN
62042020;PARAJE ARROY�N (BAJO SAN CAYE
62042030;BARDA DEL MEDIO
62042040;BARRIO BLANCO
62042050;BARRIO CALLE CIEGA N� 10
62042060;BARRIO CALLE CIEGA N� 6
62042070;BARRIO CANALE
62042080;BARRIO CHACRA MONTE
62042090;BARRIO COSTA ESTE
62042100;BARRIO COSTA LINDA
62042110;BARRIO COSTA OESTE
62042115;BARRIO DESTACAMENTO
62042120;BARRIO EL LABRADOR
62042130;BARRIO EL MARUCHITO
62042140;BARRIO EL PETR�LEO
62042143;BARRIO EMERGENTE
62042147;BARRIO F�TIMA
62042150;BARRIO FRONTERA
62042160;BARRIO GUERRICO
62042170;BARRIO ISLA 10
62042180;BARRIO LA BARDA
62042190;BARRIO LA COSTA
62042200;BARRIO LA COSTA
62042210;BARRIO LA DEFENSA
62042215;BARRIO LA HERRADURA
62042230;BARRIO LA RIBERA - BARRIO APY
62042240;PUENTE CERO
62042245;BARRIO LUISILLO
62042250;BARRIO MAR DEL PLATA
62042260;BARRIO MAR�A ELVIRA
62042265;BARRIO MO�O AZUL
62042270;BARRIO MOSCONI
62042280;BARRIO NORTE
62042297;BARRIO PINAR
62042310;BARRIO PORVENIR
62042330;BARRIO PUENTE 83
62042335;BARRIO SANTA LUC�A
62042340;BARRIO SANTA RITA
62042350;BARRIO UNI�N
62042360;CATRIEL
62042370;CERVANTES
62042380;CHICHINALES
62042390;CINCO SALTOS
62042400;CIPOLLETTI
62042410;CONTRALMIRANTE CORDERO
62042420;FERRI
62042430;GENERAL ENRIQUE GODOY
62042440;GENERAL FERN�NDEZ ORO
62042450;GENERAL ROCA
62042460;INGENIERO LUIS A. HUERGO
62042470;INGENIERO OTTO KRAUSE
62042480;MAINQU�
62042490;PASO C�RDOVA
62042500;PEN�NSULA RUCA CO
62042520;SARGENTO VIDAL
62042530;VILLA ALBERDI
62042540;VILLA DEL PARQUE
62042550;VILLA MANZANO
62042560;VILLA REGINA
62042570;VILLA SAN ISIDRO
62049000;ZONA RURAL
62049010;COMIC�
62049020;CONA NIYEU
62049030;MINISTRO RAMOS MEX�A
62049040;PRAHUANIYEU
62049050;SIERRA COLORADA
62049060;TRENETA
62049070;YAMINU�
62056000;ZONA RURAL
62056010;LAS BAYAS
62056020;MAMUEL CHOIQUE
62056030;�ORQUINC�
62056040;OJOS DE AGUA
62056050;R�O CHICO
62063000;ZONA RURAL
62063005;BARRIO ESPERANZA
62063010;COLONIA JULI� Y ECHARREN
62063013;JUVENTUD UNIDA
62063017;PICHI MAHUIDA
62063020;R�O COLORADO
62063060;SALTO ANDERSEN
62070000;ZONA RURAL
62070005;CA�AD�N CHILENO
62070010;COMALLO
62070020;DINA HUAPI
62070030;LAGUNA BLANCA
62070040;�IRIHUAU
62070060;PILCANIYEU
62070070;PILQUINIYEU DEL LIMAY
62070080;VILLA LLANQU�N
62077000;ZONA RURAL
62077005;EL EMPALME
62077010;LAS GRUTAS
62077020;PLAYAS DORADAS
62077030;PUERTO SAN ANTONIO ESTE
62077040;PUNTA COLORADA
62077045;SACO VIEJO
62077050;SAN ANTONIO OESTE
62077060;SIERRA GRANDE
62084000;ZONA RURAL
62084010;AGUADA CECILIO
62084020;ARROYO LOS BERROS
62084030;ARROYO VENTANA
62084040;NAHUEL NIYEU
62084050;SIERRA PAILEMAN
62084060;VALCHETA
62091000;ZONA RURAL
62091010;AGUADA DE GUERRA
62091020;CLEMENTE ONELLI
62091030;COL�N CONHU�
62091040;EL CA�N
62091050;INGENIERO JACOBACCI
62091060;LOS MENUCOS
62091070;MAQUINCHAO
62091080;MINA SANTA TERESITA
62091090;PILQUINIYEU
66007000;ZONA RURAL
66007010;APOLINARIO SARAVIA
66007020;CEIBALITO
66007030;CENTRO 25 DE JUNIO
66007040;CORONEL MOLLINEDO
66007050;CORONEL OLLEROS
66007060;EL QUEBRACHAL
66007070;GAONA
66007080;GENERAL PIZARRO
